Moisture_Content,pH_Level,Carbon_Content,Nitrogen_Content,Phosphorus_Content,Potassium_Content,Microbial_Activity,Processing_Temperature,Processing_Time,Energy_Consumption,Fertilizer_Quality,Cost,Carbon_Footprint,Seasonal_Availability,Waste_Type_Food Waste,Waste_Type_Garden Waste
47.77,8.16,55.49,3.16,1.48,2.79,55.86,62.61,40.82,279.35,15.48,68.78,1.75,2.0,0.0,0.0
63.7,6.88,40.68,1.77,1.3,1.59,119.67,53.43,42.23,355.38,23.47,66.48,1.11,0.0,0.0,1.0
33.13,7.32,51.86,1.27,1.39,2.46,172.62,65.29,46.22,184.89,21.25,64.39,1.42,0.0,1.0,0.0
40.53,6.07,43.73,1.24,1.12,2.56,158.93,57.29,58.48,472.56,8.65,85.48,0.73,0.0,0.0,1.0
70.45,7.91,46.92,2.28,0.95,2.93,123.32,66.35,58.54,357.03,19.75,70.67,1.13,0.0,1.0,0.0
37.35,8.4,46.96,3.84,0.57,2.0,179.01,51.96,47.02,450.97,17.63,81.06,0.56,2.0,0.0,1.0
47.13,6.31,49.38,1.65,1.62,2.23,68.05,63.6,49.11,231.73,16.75,70.23,1.58,2.0,0.0,0.0
73.23,6.98,46.68,1.77,1.62,1.67,186.49,55.87,25.44,431.58,20.19,81.42,0.62,0.0,0.0,1.0
37.75,5.76,42.15,1.3,1.51,2.36,176.97,65.91,38.61,251.29,15.42,71.8,1.0,0.0,0.0,1.0
34.14,7.18,42.91,2.82,1.47,1.93,156.24,58.04,40.61,201.1,4.19,59.74,1.2,2.0,1.0,0.0
54.23,7.01,40.67,3.04,0.87,1.88,172.68,63.31,50.82,464.66,6.73,93.42,0.71,0.0,0.0,0.0
45.12,5.93,49.4,2.93,0.53,2.71,131.57,68.69,50.8,136.89,11.85,52.06,1.63,1.0,0.0,1.0
58.17,6.83,59.09,3.58,1.71,1.1,151.27,50.41,58.08,477.16,29.18,82.79,0.82,2.0,0.0,0.0
70.19,6.5,42.31,2.46,1.24,2.76,134.09,50.22,58.42,283.41,17.3,71.85,0.94,0.0,0.0,1.0
36.86,7.07,58.93,1.4,0.96,2.7,103.31,65.41,35.29,497.05,21.38,87.14,0.89,1.0,0.0,1.0
59.03,7.26,54.67,1.87,0.65,2.01,135.33,62.93,60.97,315.84,17.91,76.28,1.31,0.0,0.0,0.0
55.28,5.53,52.75,2.99,0.59,1.98,88.62,55.86,24.94,403.0,12.42,79.45,1.12,0.0,0.0,1.0
37.2,7.78,52.91,2.84,1.02,1.72,116.04,59.89,58.38,102.83,9.83,53.97,1.7,0.0,0.0,0.0
61.2,7.64,56.53,2.59,1.71,2.99,92.12,50.84,28.9,298.67,23.42,65.17,1.33,1.0,0.0,1.0
43.68,6.6,42.14,3.05,1.88,1.22,68.43,53.85,59.02,394.98,22.31,81.06,1.5,1.0,1.0,0.0
54.39,5.66,50.1,2.91,1.85,2.18,98.28,58.49,49.3,413.13,19.89,83.58,1.1,2.0,0.0,0.0
34.11,7.76,53.94,3.64,1.88,2.36,177.8,66.68,44.99,163.22,15.46,48.0,1.35,0.0,0.0,1.0
52.98,8.37,51.74,2.76,1.86,2.87,107.16,59.59,57.15,267.59,15.02,64.68,1.36,0.0,0.0,1.0
45.32,6.22,56.66,3.34,1.29,2.56,162.2,61.73,25.75,267.63,22.02,72.41,0.91,1.0,1.0,0.0
71.12,6.47,41.45,1.75,0.83,2.29,76.28,67.48,34.73,141.46,12.83,48.71,1.88,0.0,0.0,0.0
32.85,6.05,53.81,3.03,1.7,1.23,113.66,56.18,53.59,277.22,16.7,71.83,1.19,0.0,0.0,1.0
50.93,7.23,50.68,3.71,0.82,1.75,67.23,64.01,64.67,422.84,13.9,83.25,1.23,0.0,1.0,0.0
52.92,5.96,47.58,2.16,0.9,1.28,70.79,67.23,42.29,220.07,11.9,59.44,1.89,1.0,0.0,1.0
66.25,6.57,46.81,3.34,0.85,2.76,142.62,54.05,36.42,273.03,14.93,53.73,1.55,0.0,0.0,0.0
58.71,7.59,52.42,3.17,1.27,2.5,141.12,57.13,48.9,484.38,9.3,91.34,0.83,0.0,0.0,1.0
63.36,7.18,57.82,1.18,0.98,2.52,82.01,69.6,53.87,112.68,21.35,49.36,1.78,2.0,0.0,1.0
68.85,6.66,49.92,2.74,0.73,2.3,121.16,69.66,44.16,336.61,6.88,62.34,1.22,0.0,0.0,1.0
73.11,6.76,56.49,1.39,1.18,2.01,179.5,54.46,66.08,397.37,23.25,75.93,0.68,1.0,0.0,1.0
45.69,7.19,48.04,3.9,1.81,1.3,76.13,51.33,49.13,404.35,13.35,80.81,1.27,1.0,1.0,0.0
56.9,5.52,42.05,3.43,1.36,1.66,52.88,55.42,25.72,386.38,13.42,70.34,1.62,0.0,1.0,0.0
72.01,5.74,41.23,1.33,1.82,1.27,147.8,57.95,34.71,390.58,16.12,71.94,1.0,2.0,0.0,0.0
79.47,8.14,41.03,1.37,0.79,2.45,58.02,58.82,45.63,123.61,11.77,49.33,1.82,0.0,1.0,0.0
74.48,5.73,47.6,2.78,0.75,1.32,196.99,62.38,57.49,313.65,11.73,57.2,0.93,0.0,1.0,0.0
48.57,7.62,46.74,2.03,1.36,2.4,141.44,67.99,34.55,413.19,16.67,70.15,0.8,0.0,0.0,0.0
39.76,8.26,54.36,1.1,1.19,2.38,120.56,56.61,70.86,137.63,28.23,61.14,1.43,1.0,1.0,0.0
54.47,6.31,54.86,2.62,1.49,1.92,114.5,67.0,39.29,104.82,21.7,50.92,1.79,0.0,1.0,0.0
67.08,6.61,41.02,2.16,1.69,1.27,135.96,51.87,49.56,425.82,9.65,85.29,0.89,1.0,0.0,0.0
54.63,7.21,44.42,1.3,1.63,1.63,63.59,50.84,24.91,384.92,12.49,76.51,1.57,2.0,0.0,0.0
54.16,8.15,45.49,3.41,1.91,1.64,189.5,60.08,66.47,264.88,12.83,71.97,0.92,0.0,0.0,0.0
71.91,8.33,50.95,3.75,1.1,2.4,143.85,51.19,61.86,476.16,11.72,97.18,0.95,1.0,0.0,1.0
48.07,7.72,42.89,3.27,0.81,1.23,77.6,57.85,33.38,406.64,17.07,80.35,1.46,1.0,0.0,1.0
72.99,5.76,42.68,3.47,1.33,2.66,134.39,67.94,68.8,487.14,12.77,92.66,0.87,1.0,0.0,0.0
50.34,7.51,58.88,1.65,0.67,2.52,69.99,54.83,39.16,471.73,20.21,92.71,1.18,0.0,0.0,0.0
46.41,6.73,56.08,1.79,0.93,1.37,52.63,64.12,57.22,292.52,4.62,73.37,1.59,2.0,0.0,0.0
52.7,6.91,43.61,1.63,0.81,2.44,144.58,56.05,63.31,401.88,17.54,85.72,0.92,1.0,0.0,1.0
68.12,5.65,48.13,3.3,1.09,2.34,147.27,50.9,59.56,367.68,12.95,76.17,0.87,0.0,0.0,1.0
36.3,6.07,47.11,3.84,0.67,2.5,137.55,61.13,68.04,424.58,10.64,86.23,1.03,1.0,1.0,0.0
39.82,7.87,55.82,3.15,0.55,1.38,77.52,66.7,65.49,415.08,11.2,78.9,1.34,1.0,1.0,0.0
77.57,6.86,50.2,3.64,1.49,1.32,140.51,58.19,71.74,161.29,11.94,52.91,1.45,0.0,0.0,0.0
38.77,6.4,42.56,2.92,1.42,1.47,58.48,62.35,32.77,193.49,11.89,47.31,1.82,1.0,0.0,1.0
58.39,6.65,54.78,2.16,1.56,1.73,141.39,68.0,38.63,206.29,22.06,57.25,1.34,1.0,0.0,1.0
58.97,8.06,47.94,2.28,1.49,2.59,133.1,65.79,54.54,427.4,13.48,90.49,0.86,0.0,0.0,1.0
54.48,7.75,45.26,1.23,0.67,2.48,148.29,53.88,59.19,424.3,19.38,86.44,0.78,2.0,0.0,0.0
62.24,6.32,47.51,1.09,0.94,2.85,184.32,64.67,49.66,298.13,16.69,74.08,0.93,2.0,1.0,0.0
41.49,5.85,49.96,3.09,0.69,1.12,177.55,60.04,27.55,332.33,25.25,64.41,0.91,2.0,0.0,0.0
57.63,6.26,46.86,2.32,1.76,1.02,197.1,64.92,64.4,430.77,12.74,87.47,0.77,2.0,1.0,0.0
48.61,8.26,44.84,2.66,1.62,2.4,196.44,59.89,70.12,225.04,16.97,76.69,1.13,0.0,1.0,0.0
63.08,7.24,47.97,2.67,0.8,1.56,165.85,52.56,43.46,120.07,21.78,54.69,1.58,0.0,0.0,0.0
37.06,7.1,40.38,1.83,1.01,1.67,193.46,61.4,34.79,293.04,16.27,64.39,1.02,2.0,1.0,0.0
58.54,7.29,55.45,2.43,1.95,2.09,180.09,59.84,24.93,465.49,17.18,73.07,0.51,0.0,1.0,0.0
39.26,6.6,43.42,2.41,1.39,1.2,159.14,60.36,35.39,416.19,11.73,72.13,0.72,2.0,0.0,1.0
43.93,7.92,40.88,2.17,1.7,2.29,61.31,67.58,57.6,246.65,3.8,69.47,1.59,1.0,1.0,0.0
40.94,7.07,53.07,3.46,0.9,1.65,57.36,67.9,67.76,125.91,16.05,57.25,1.93,1.0,0.0,0.0
39.14,5.85,55.48,2.35,0.82,2.27,175.64,59.07,28.49,354.77,13.21,80.16,0.83,1.0,0.0,0.0
71.29,5.89,56.28,2.81,1.68,2.67,123.45,59.11,50.56,433.8,15.67,83.81,1.08,2.0,1.0,0.0
44.29,7.11,49.87,3.69,1.53,1.34,172.19,60.3,57.39,365.98,16.73,70.65,1.02,1.0,0.0,1.0
76.36,8.31,44.11,3.6,1.52,2.86,96.94,60.39,37.27,270.03,7.11,63.32,1.35,2.0,0.0,1.0
78.5,6.43,54.74,3.67,1.33,2.06,109.65,69.01,51.36,149.34,13.01,55.42,1.49,0.0,1.0,0.0
58.56,8.11,53.99,1.81,1.35,2.85,155.03,62.99,58.33,464.31,19.36,86.17,0.96,1.0,1.0,0.0
37.15,7.79,44.93,1.1,1.6,1.42,187.3,55.55,64.21,210.38,8.06,63.86,1.17,1.0,0.0,0.0
48.73,6.24,58.07,1.78,0.91,2.21,63.16,60.63,45.72,189.71,18.18,59.98,1.75,1.0,1.0,0.0
69.89,5.61,42.09,1.84,1.03,1.81,179.22,62.54,59.9,426.39,6.64,74.49,0.91,0.0,0.0,1.0
48.37,5.81,59.65,3.73,1.81,2.55,168.95,62.8,38.49,492.49,22.29,83.59,0.79,2.0,1.0,0.0
34.35,7.69,57.2,2.95,0.96,2.21,97.33,61.71,34.23,364.06,21.76,79.56,1.23,1.0,0.0,0.0
57.84,6.1,53.76,1.25,1.32,1.99,103.28,53.55,32.99,349.92,23.23,79.65,1.37,1.0,0.0,0.0
72.26,6.61,58.77,1.41,1.55,2.83,56.97,50.67,41.23,227.77,24.97,54.64,1.87,2.0,0.0,0.0
69.8,7.01,54.45,1.47,2.0,1.75,52.36,56.76,25.72,108.17,18.76,39.59,2.11,1.0,0.0,0.0
38.76,7.68,43.81,2.89,1.15,1.44,121.55,58.55,37.58,176.72,5.56,59.01,1.67,1.0,0.0,0.0
63.64,5.84,48.84,3.21,1.14,2.22,64.33,51.24,55.31,333.77,16.06,84.57,1.42,1.0,1.0,0.0
41.03,6.72,41.43,3.58,1.76,2.25,79.1,66.3,55.1,160.53,16.34,58.17,1.79,2.0,1.0,0.0
40.91,6.96,47.79,3.82,1.71,1.88,177.02,56.88,27.53,453.53,16.61,81.4,0.87,1.0,1.0,0.0
73.7,7.12,54.83,1.61,1.6,1.97,135.65,68.27,37.8,175.26,25.85,51.54,1.43,0.0,1.0,0.0
42.48,7.96,47.73,1.93,1.19,2.92,145.04,53.09,51.34,308.84,22.04,76.22,1.09,2.0,0.0,0.0
43.16,6.02,46.61,1.72,0.99,2.47,78.12,51.14,39.29,304.81,15.15,66.82,1.51,1.0,0.0,1.0
30.03,7.92,51.91,2.08,1.41,1.22,174.3,59.65,44.06,341.58,20.37,80.82,0.79,0.0,1.0,0.0
73.53,7.58,57.44,3.74,1.81,1.42,180.2,53.78,58.21,230.97,11.5,66.54,1.17,0.0,0.0,1.0
69.63,7.17,40.95,2.73,1.83,2.95,128.5,68.75,24.44,449.41,14.78,81.13,0.79,0.0,1.0,0.0
61.37,7.6,47.71,3.21,0.66,2.45,186.88,50.21,37.27,277.72,9.39,61.11,1.14,0.0,1.0,0.0
67.51,6.74,43.16,2.47,1.14,2.83,176.72,58.25,30.83,380.06,13.41,70.24,0.69,0.0,0.0,1.0
37.6,5.92,53.91,1.09,1.2,1.61,159.7,68.53,30.13,354.36,13.61,68.37,1.08,1.0,0.0,0.0
52.92,7.5,42.11,1.19,1.97,2.48,160.11,57.69,70.03,146.86,10.52,58.23,1.33,0.0,1.0,0.0
47.56,7.07,53.3,2.61,1.52,2.43,65.81,51.86,42.07,349.06,13.28,78.85,1.37,2.0,1.0,0.0
34.69,7.42,45.72,3.16,1.11,1.59,90.63,56.06,49.3,320.28,13.01,76.0,1.41,1.0,1.0,0.0
54.31,6.51,43.98,1.65,0.54,2.1,60.03,59.96,59.22,459.44,11.2,85.44,1.31,1.0,0.0,1.0
76.04,8.22,58.73,3.17,1.35,2.25,51.3,53.7,26.28,452.35,22.21,70.03,1.35,0.0,0.0,0.0
32.0,7.26,40.37,3.43,0.64,1.96,73.75,59.33,35.57,160.38,12.11,49.53,1.84,0.0,0.0,1.0
44.57,5.76,48.76,2.24,1.75,2.65,182.07,66.73,63.94,132.67,15.8,56.82,1.39,1.0,0.0,1.0
40.38,6.85,40.43,3.24,1.63,2.67,85.98,67.45,65.38,217.84,15.16,66.02,1.43,2.0,0.0,0.0
41.91,7.77,49.67,2.21,1.19,2.7,195.52,50.99,41.9,494.65,17.63,97.01,0.55,1.0,0.0,1.0
75.42,7.88,50.02,3.04,1.14,2.61,139.59,53.22,41.99,108.63,11.11,56.41,1.45,1.0,0.0,0.0
53.4,6.98,46.43,3.29,1.85,1.98,85.59,55.51,60.33,369.16,14.14,82.95,1.21,0.0,1.0,0.0
53.31,8.18,42.64,3.98,0.93,1.76,124.57,61.9,38.16,343.41,15.49,68.73,1.08,2.0,0.0,0.0
68.03,6.3,47.53,2.04,0.87,2.66,82.86,57.22,29.62,358.63,10.98,73.2,1.17,0.0,1.0,0.0
37.72,6.73,53.45,2.23,1.91,1.98,197.6,66.88,36.36,187.31,12.4,58.57,1.14,0.0,0.0,1.0
54.36,8.2,55.65,1.5,1.71,1.49,177.09,64.33,42.59,190.69,11.86,64.18,1.06,0.0,0.0,1.0
51.5,8.19,50.62,1.61,1.73,2.01,53.94,52.01,26.51,272.26,17.27,57.58,1.73,0.0,1.0,0.0
59.85,7.56,51.8,3.08,0.79,1.28,192.17,62.49,46.98,138.34,15.29,57.69,1.41,2.0,0.0,1.0
79.98,8.08,44.01,3.75,0.71,2.38,158.16,52.26,59.52,129.85,13.96,57.87,1.61,0.0,0.0,0.0
68.47,5.77,45.75,2.18,0.54,1.67,62.36,55.1,48.66,135.34,5.76,50.72,1.81,0.0,1.0,0.0
49.89,8.09,43.24,1.54,0.86,1.52,150.6,53.56,27.45,329.19,14.19,74.93,0.97,2.0,0.0,1.0
71.38,6.46,44.99,1.86,1.66,2.91,147.04,53.46,45.13,259.1,15.41,55.45,1.32,1.0,1.0,0.0
38.54,6.03,44.5,2.37,0.86,2.55,82.82,62.33,58.03,217.45,15.85,74.21,1.66,0.0,0.0,0.0
31.52,6.22,50.39,1.87,1.59,2.57,163.77,61.27,26.79,226.33,23.58,64.57,1.22,1.0,0.0,0.0
40.22,6.75,51.25,1.7,0.88,2.25,63.06,53.52,26.87,182.91,12.55,52.7,1.69,0.0,0.0,1.0
47.02,6.25,58.9,3.21,1.09,2.68,123.42,69.8,41.79,264.6,21.59,62.7,1.37,0.0,0.0,0.0
55.53,6.46,43.91,1.02,1.97,2.52,51.49,58.44,33.36,181.22,15.9,54.62,1.97,2.0,1.0,0.0
60.76,5.9,52.83,2.62,0.87,2.2,195.31,51.94,68.87,379.22,19.38,77.94,0.69,2.0,0.0,0.0
75.53,6.39,56.35,3.38,1.06,2.92,162.73,52.41,51.9,149.57,16.93,54.21,1.43,1.0,1.0,0.0
55.49,7.22,51.2,1.8,0.95,1.38,73.83,61.68,37.79,479.3,20.06,89.59,1.19,0.0,1.0,0.0
55.06,6.83,45.1,2.81,0.66,2.89,101.25,69.58,57.83,135.93,11.2,51.62,1.66,2.0,0.0,0.0
32.51,6.54,45.25,3.01,1.23,1.8,74.08,61.44,42.0,477.38,12.53,90.84,1.17,0.0,0.0,1.0
31.75,7.74,40.79,2.97,1.07,2.06,164.99,68.98,30.34,433.32,12.66,78.17,0.7,0.0,0.0,0.0
57.56,8.18,46.11,2.34,1.54,1.25,58.83,58.88,35.39,372.28,13.79,79.77,1.55,1.0,1.0,0.0
51.91,7.77,54.89,2.04,1.73,2.08,176.06,58.72,54.85,464.92,19.59,94.28,0.59,0.0,1.0,0.0
71.96,6.5,40.95,3.51,1.32,2.22,191.33,60.0,26.49,155.69,15.16,45.87,1.17,2.0,0.0,0.0
38.03,7.73,44.39,3.28,0.55,3.0,151.49,63.95,37.09,170.53,16.11,43.92,1.49,1.0,0.0,1.0
31.25,5.96,54.12,1.96,1.43,2.95,81.94,57.35,34.0,200.86,24.11,57.71,1.64,2.0,0.0,1.0
52.45,5.89,55.65,1.31,0.58,2.93,104.01,67.28,33.65,197.92,16.59,57.81,1.49,1.0,1.0,0.0
41.87,6.54,49.11,1.22,1.42,1.7,121.59,50.59,56.77,224.34,20.92,57.67,1.46,1.0,1.0,0.0
32.48,7.92,53.96,1.28,1.53,2.98,140.69,58.8,63.64,330.25,12.01,84.09,1.32,0.0,0.0,1.0
66.23,6.24,47.76,2.75,0.8,1.91,150.3,60.22,58.36,111.27,14.89,50.99,1.64,1.0,0.0,0.0
35.58,5.69,43.2,1.15,1.73,2.7,133.13,62.14,54.99,252.91,13.73,69.49,1.39,1.0,1.0,0.0
60.42,5.9,47.96,2.01,1.87,1.43,102.7,55.52,67.99,198.55,8.99,59.79,1.69,0.0,1.0,0.0
44.05,8.08,51.6,3.26,1.72,2.01,183.64,58.55,26.8,342.65,17.26,62.16,0.95,1.0,0.0,1.0
38.67,7.4,58.96,1.88,0.96,2.93,62.21,59.69,32.04,494.07,19.4,91.65,1.22,1.0,0.0,0.0
48.99,6.26,41.38,3.29,1.38,2.89,119.94,63.74,43.89,307.06,16.99,64.85,1.38,2.0,0.0,1.0
70.07,7.17,50.15,3.24,1.87,2.37,166.33,65.47,41.88,270.27,19.08,69.33,1.16,2.0,0.0,0.0
49.6,7.08,46.58,1.74,0.98,2.6,59.13,64.76,44.07,247.3,8.64,59.41,1.7,0.0,0.0,0.0
67.54,7.47,50.17,3.19,1.73,1.35,155.8,56.83,33.91,413.98,22.45,77.08,0.91,1.0,0.0,0.0
36.27,6.2,40.48,3.24,0.51,2.44,172.96,69.99,31.18,128.79,11.2,48.32,1.41,0.0,1.0,0.0
68.64,8.09,46.26,2.19,0.51,2.24,149.12,66.97,48.44,483.91,11.91,87.95,0.82,0.0,0.0,1.0
41.85,6.43,56.4,1.63,1.64,1.18,51.94,55.2,68.55,267.17,20.31,67.21,1.74,0.0,0.0,1.0
63.87,7.58,51.08,2.56,1.64,1.23,77.02,53.9,42.81,225.48,20.77,64.71,1.57,2.0,0.0,0.0
58.29,5.55,49.01,3.76,1.68,1.22,101.32,56.28,26.08,489.63,13.85,88.89,0.99,0.0,1.0,0.0
76.46,6.62,45.71,2.92,1.9,2.45,85.05,59.05,57.9,474.35,15.01,95.12,1.0,1.0,1.0,0.0
49.37,6.56,45.96,1.52,0.68,1.28,194.4,67.02,37.97,356.77,19.15,71.04,0.84,2.0,0.0,1.0
33.31,7.13,47.66,3.05,0.85,1.94,147.74,65.57,35.76,107.4,10.94,42.3,1.58,2.0,1.0,0.0
30.96,5.72,56.71,2.28,1.86,1.71,94.55,67.02,39.56,399.41,4.27,78.92,1.36,2.0,1.0,0.0
71.34,7.87,59.34,2.77,0.77,2.1,189.45,55.44,58.74,234.22,21.75,67.02,1.11,1.0,0.0,0.0
56.24,6.15,48.77,3.2,1.52,2.41,161.09,61.87,63.3,255.31,20.75,70.07,1.15,0.0,1.0,0.0
68.76,7.53,47.87,2.54,1.3,2.37,92.69,55.66,52.23,163.5,7.69,64.46,1.67,0.0,0.0,0.0
41.72,7.91,56.93,3.44,0.62,2.03,106.83,52.18,39.48,309.38,18.32,69.39,1.41,2.0,0.0,1.0
47.25,7.19,48.54,3.17,0.93,1.93,79.91,63.68,38.9,397.82,13.38,88.06,1.24,2.0,1.0,0.0
31.51,7.72,51.04,2.85,1.28,1.8,195.66,52.86,29.97,209.2,17.29,61.31,1.12,0.0,0.0,1.0
78.07,7.49,44.62,1.45,1.78,2.72,127.59,63.35,68.8,475.49,4.23,95.86,1.01,1.0,0.0,1.0
63.39,6.57,54.87,3.51,1.56,1.66,184.41,62.96,54.63,177.89,11.66,59.15,1.42,2.0,1.0,0.0
76.66,7.93,50.64,3.81,1.43,1.52,101.97,66.2,25.29,126.5,18.95,46.15,1.85,2.0,1.0,0.0
43.27,6.38,56.18,1.41,1.24,2.49,179.13,52.79,55.79,357.75,17.25,73.88,0.84,1.0,0.0,1.0
60.57,7.21,55.61,2.46,0.95,1.72,58.08,65.67,45.46,439.73,25.3,83.98,1.26,2.0,1.0,0.0
63.92,7.74,44.3,1.78,0.68,2.69,197.31,69.99,70.68,481.25,17.32,96.64,0.61,1.0,0.0,0.0
45.88,6.64,54.31,3.26,1.11,1.66,186.81,67.02,63.32,406.87,12.86,82.37,0.73,0.0,0.0,0.0
72.41,6.41,56.0,3.16,0.54,2.4,104.48,65.04,32.22,179.86,21.71,52.58,1.47,0.0,1.0,0.0
77.36,6.88,46.92,1.42,0.82,1.09,166.21,63.24,58.57,491.06,23.38,85.66,0.95,2.0,0.0,1.0
74.24,7.95,43.45,3.63,1.15,1.77,162.84,58.44,47.31,467.77,14.16,88.8,0.77,0.0,1.0,0.0
66.95,8.29,40.05,1.54,1.13,1.69,185.19,64.61,32.98,165.27,14.99,47.78,1.37,1.0,1.0,0.0
43.87,7.14,49.02,3.39,0.57,2.63,96.09,64.48,57.54,323.51,20.24,75.85,1.34,2.0,0.0,1.0
44.08,7.48,47.05,2.37,1.38,2.93,119.83,62.63,50.27,322.21,14.65,73.69,1.25,1.0,0.0,1.0
78.17,8.21,51.1,1.98,1.32,1.92,179.75,65.93,25.46,277.01,5.89,62.1,1.06,0.0,0.0,0.0
30.51,5.8,43.76,1.47,0.62,2.65,166.79,58.98,55.04,493.71,16.88,96.4,0.65,0.0,0.0,1.0
65.8,6.2,57.19,1.5,1.91,2.4,109.02,52.43,54.48,123.85,22.33,61.23,1.63,0.0,0.0,0.0
65.31,7.63,45.16,2.99,0.65,2.93,176.86,61.18,30.92,350.88,22.27,60.74,1.13,2.0,0.0,1.0
61.13,7.97,44.53,2.65,1.78,2.62,57.04,55.3,40.75,182.12,9.3,48.93,1.89,1.0,1.0,0.0
79.51,8.07,49.61,1.37,0.5,1.15,167.31,57.69,52.12,310.93,10.31,74.44,0.88,2.0,0.0,0.0
45.59,6.75,49.98,1.34,1.82,2.43,81.01,50.35,30.66,411.9,12.65,85.79,1.28,0.0,0.0,0.0
47.0,5.77,44.3,1.22,0.53,2.07,92.92,57.66,64.93,198.69,13.22,56.05,1.49,0.0,0.0,0.0
33.95,6.81,45.44,3.23,1.64,1.03,123.98,66.18,25.32,257.34,17.68,62.91,1.28,2.0,1.0,0.0
52.14,6.19,43.39,3.14,1.04,1.5,117.46,60.85,28.94,480.31,8.69,75.09,0.96,1.0,1.0,0.0
43.05,6.37,54.37,1.18,1.61,2.84,128.09,50.2,29.57,404.59,22.16,67.11,1.1,0.0,1.0,0.0
47.17,7.82,55.4,2.68,1.1,2.85,131.72,59.4,49.35,329.09,22.5,83.12,0.93,1.0,1.0,0.0
71.73,5.73,49.25,1.25,0.61,2.6,99.73,55.83,53.77,188.8,20.29,61.58,1.8,0.0,1.0,0.0
76.77,7.98,54.28,3.71,1.65,2.96,76.28,59.55,43.38,270.12,16.47,58.0,1.51,2.0,0.0,0.0
39.29,6.78,54.72,3.72,0.61,2.61,165.27,58.09,37.86,409.62,6.77,77.45,0.83,0.0,1.0,0.0
48.63,7.29,42.77,3.09,1.88,1.02,110.0,68.64,62.85,428.22,22.19,81.49,1.25,2.0,0.0,0.0
76.43,5.77,59.32,3.78,0.58,1.58,125.88,50.82,27.28,197.84,16.19,53.1,1.65,2.0,1.0,0.0
33.09,6.51,56.42,3.43,1.22,1.06,146.7,63.67,37.45,364.82,21.85,72.41,0.97,2.0,0.0,1.0
34.62,5.77,44.09,3.49,1.58,1.19,186.45,67.02,25.88,138.0,15.3,50.03,1.4,0.0,0.0,0.0
38.14,8.38,43.72,2.71,1.09,1.44,156.13,69.18,24.67,109.28,19.95,48.11,1.52,1.0,0.0,1.0
59.76,7.92,42.51,1.92,0.83,2.01,56.82,53.55,40.96,319.47,13.47,66.71,1.84,1.0,0.0,0.0
37.52,6.88,42.77,1.65,1.64,2.7,175.78,60.63,33.35,189.75,14.41,51.96,1.17,0.0,0.0,1.0
78.4,6.17,54.96,1.98,1.68,2.72,198.4,50.87,36.88,131.56,18.73,52.55,1.41,2.0,1.0,0.0
52.34,8.3,49.39,2.89,1.88,2.23,120.87,59.98,63.41,391.93,18.4,78.62,1.05,1.0,1.0,0.0
55.08,6.53,55.66,1.52,1.06,2.86,195.44,52.51,31.82,299.19,11.64,62.99,0.82,1.0,1.0,0.0
42.33,5.98,54.93,1.78,1.26,2.0,132.1,66.76,61.45,418.51,26.92,84.67,0.97,0.0,0.0,0.0
53.55,7.19,52.09,2.4,1.04,2.78,118.94,52.28,56.4,365.58,16.56,77.99,1.01,2.0,0.0,1.0
63.1,8.33,53.73,1.7,0.89,1.91,99.71,60.27,39.67,391.92,19.93,74.91,1.12,1.0,1.0,0.0
67.56,5.51,40.37,2.77,1.63,1.55,148.63,60.42,50.23,222.94,21.01,67.6,1.28,0.0,0.0,1.0
67.69,6.21,46.24,3.77,1.01,2.83,84.47,69.43,45.33,205.31,15.44,62.07,1.64,0.0,0.0,1.0
58.89,8.32,52.76,3.24,1.14,1.78,65.74,63.1,30.16,340.35,12.19,80.16,1.58,2.0,1.0,0.0
75.22,6.01,40.19,3.0,1.11,2.01,54.09,55.76,67.54,180.03,8.22,60.27,1.95,0.0,1.0,0.0
70.87,5.84,40.66,2.75,1.57,1.66,93.86,54.82,51.34,426.16,11.25,86.41,1.17,2.0,0.0,1.0
67.85,7.21,57.04,2.46,1.88,2.33,109.37,52.56,66.25,309.17,20.17,81.46,1.16,1.0,1.0,0.0
32.78,8.09,53.68,1.56,1.5,2.99,132.81,65.13,63.54,190.8,19.5,57.32,1.24,0.0,1.0,0.0
30.34,6.93,45.31,3.68,1.21,1.05,93.91,63.82,27.83,350.07,20.61,68.78,1.28,1.0,1.0,0.0
40.62,8.48,53.76,1.75,1.67,2.8,197.61,62.2,33.95,478.01,9.73,90.72,0.47,2.0,0.0,0.0
63.18,7.54,55.85,1.27,1.46,1.01,93.76,50.82,30.97,132.84,18.67,52.84,1.71,2.0,0.0,1.0
50.56,5.72,46.14,3.25,0.59,1.73,116.15,65.26,63.88,143.74,18.17,57.03,1.79,2.0,0.0,1.0
50.12,8.48,40.72,1.53,0.64,1.34,65.49,62.84,65.4,437.54,15.85,79.93,1.24,0.0,0.0,0.0
74.23,6.72,58.66,2.12,0.56,2.51,89.09,69.28,49.34,143.84,6.57,47.76,1.68,0.0,0.0,1.0
74.78,6.36,46.9,1.08,1.19,1.1,57.25,61.74,29.0,115.75,12.91,45.11,1.98,0.0,1.0,0.0
75.46,7.17,42.13,1.41,1.74,2.11,133.93,56.08,30.51,239.17,17.79,56.01,1.3,1.0,0.0,1.0
45.69,6.41,49.84,1.52,0.97,1.59,162.66,57.63,63.05,286.68,11.78,67.38,1.17,1.0,1.0,0.0
